nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
       127, 1.114074290E-03, 2.714999782E-02, 9.899999797E-01
       128, 1.112423177E-03, 2.729999779E-02, 9.899999946E-01
       129, 1.110784956E-03, 2.744999775E-02, 9.900000244E-01
       130, 1.109163684E-03, 2.759999772E-02, 9.900000095E-01
       131, 1.107549570E-03, 2.774999769E-02, 9.900000244E-01
       132, 1.105945182E-03, 2.789999766E-02, 9.899999797E-01
       133, 1.104347227E-03, 2.804999763E-02, 9.899999797E-01
       134, 1.102756145E-03, 2.819999759E-02, 9.899999946E-01
       135, 1.101167384E-03, 2.834999756E-02, 9.900000393E-01
       136, 1.099575348E-03, 2.849999753E-02, 9.900000095E-01
       137, 1.097981256E-03, 2.864999750E-02, 9.900000244E-01
       138, 1.096378749E-03, 2.879999747E-02, 9.899999872E-01
       139, 1.094763029E-03, 2.894999744E-02, 9.899999872E-01
       140, 1.093130250E-03, 2.909999740E-02, 9.900000095E-01
       141, 1.091469447E-03, 2.924999737E-02, 9.900000393E-01
       142, 1.089769690E-03, 2.939999734E-02, 9.899999872E-01
       143, 1.088036312E-03, 2.954999731E-02, 9.899999797E-01
       144, 1.086271716E-03, 2.969999728E-02, 9.900000133E-01
       145, 1.084471947E-03, 2.984999760E-02, 9.900000095E-01
       146, 1.083570278E-03, 3.000000000E-02, 9.900000393E-01
