nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
        63, 1.116513159E-03, 1.769999978E-02, 9.899999797E-01
        64, 1.110521170E-03, 1.784999977E-02, 9.899999797E-01
        65, 1.104722305E-03, 1.799999975E-02, 9.900000244E-01
        66, 1.099116821E-03, 1.814999972E-02, 9.899999946E-01
        67, 1.093720528E-03, 1.829999969E-02, 9.900000319E-01
        68, 1.088531214E-03, 1.844999965E-02, 9.899999797E-01
        69, 1.083548330E-03, 1.859999962E-02, 9.900000021E-01
        70, 1.078775673E-03, 1.874999959E-02, 9.900000133E-01
        71, 1.076991150E-03, 1.880822080E-02, 9.900000095E-01
        72, 1.072660419E-03, 1.889999991E-02, 9.900000002E-01
        73, 1.065880512E-03, 1.904999895E-02, 9.900000021E-01
        74, 1.059397069E-03, 1.919999906E-02, 9.899999723E-01
        75, 1.053198006E-03, 1.934999917E-02, 9.899999946E-01
        76, 1.047263305E-03, 1.949999971E-02, 9.900000095E-01
        77, 1.041579726E-03, 1.964999939E-02, 9.900000244E-01
        78, 1.036133138E-03, 1.979999877E-02, 9.899999797E-01
        79, 1.030899595E-03, 1.994999992E-02, 9.900000691E-01
        80, 1.025879281E-03, 2.009999929E-02, 9.899999797E-01
        81, 1.021041592E-03, 2.024999865E-02, 9.899999797E-01
        82, 1.016381648E-03, 2.039999923E-02, 9.899999797E-01
        83, 1.011879838E-03, 2.054999919E-02, 9.900000095E-01
        84, 1.007531676E-03, 2.069999916E-02, 9.900000095E-01
        85, 1.003330104E-03, 2.084999913E-02, 9.900000393E-01
        86, 9.992570271E-04, 2.099999910E-02, 9.899999797E-01
        87, 9.953087568E-04, 2.114999906E-02, 9.899999797E-01
        88, 9.914760155E-04, 2.129999903E-02, 9.899999797E-01
        89, 9.877453510E-04, 2.144999900E-02, 9.900000095E-01
        90, 9.841057517E-04, 2.159999897E-02, 9.899999797E-01
        91, 9.805392321E-04, 2.174999894E-02, 9.900000393E-01
        92, 9.770449021E-04, 2.189999890E-02, 9.899999797E-01
        93, 9.736046753E-04, 2.204999887E-02, 9.900000095E-01
        94, 9.702182857E-04, 2.219999884E-02, 9.900000393E-01
        95, 9.668763826E-04, 2.234999881E-02, 9.900000393E-01
        96, 9.635867841E-04, 2.249999878E-02, 9.899999797E-01
        97, 9.603354231E-04, 2.264999874E-02, 9.900000393E-01
        98, 9.571287047E-04, 2.279999871E-02, 9.900000244E-01
        99, 9.539559751E-04, 2.294999868E-02, 9.899999946E-01
       100, 9.508197670E-04, 2.309999865E-02, 9.899999946E-01
       101, 9.477168228E-04, 2.324999862E-02, 9.899999797E-01
       102, 9.446415084E-04, 2.339999859E-02, 9.899999797E-01
       103, 9.415871066E-04, 2.354999855E-02, 9.900000095E-01
       104, 9.385544893E-04, 2.369999852E-02, 9.899999872E-01
       105, 9.355398575E-04, 2.384999849E-02, 9.899999946E-01
       106, 9.325384670E-04, 2.399999846E-02, 9.900000170E-01
       107, 9.295521439E-04, 2.414999843E-02, 9.900000393E-01
       108, 9.265764469E-04, 2.429999840E-02, 9.900000263E-01
       109, 9.236097427E-04, 2.444999837E-02, 9.900000177E-01
       110, 9.230615622E-04, 2.447775910E-02, 9.899999946E-01
       111, 9.194901129E-04, 2.459999856E-02, 9.900000133E-01
       112, 9.151313476E-04, 2.474999839E-02, 9.900000319E-01
       113, 9.108071059E-04, 2.489999771E-02, 9.899999648E-01
       114, 9.065009144E-04, 2.504999824E-02, 9.900000170E-01
       115, 9.022308006E-04, 2.519999896E-02, 9.900000691E-01
       116, 8.979852975E-04, 2.534999818E-02, 9.900000244E-01
       117, 8.937730652E-04, 2.549999852E-02, 9.900000393E-01
       118, 8.895920621E-04, 2.564999773E-02, 9.899999797E-01
       119, 8.854391589E-04, 2.579999885E-02, 9.900000691E-01
       120, 8.813154706E-04, 2.594999805E-02, 9.899999797E-01
       121, 8.772265742E-04, 2.609999802E-02, 9.899999797E-01
       122, 8.731695744E-04, 2.624999799E-02, 9.900000095E-01
       123, 8.691397363E-04, 2.639999796E-02, 9.900000393E-01
       124, 8.651369407E-04, 2.654999793E-02, 9.900000095E-01
       125, 8.611725799E-04, 2.669999710E-02, 9.899999797E-01
       126, 8.572346558E-04, 2.684999786E-02, 9.899999797E-01
       127, 8.533289817E-04, 2.699999783E-02, 9.899999797E-01
       128, 8.494495472E-04, 2.714999699E-02, 9.899999499E-01
       129, 8.456083501E-04, 2.729999777E-02, 9.900000095E-01
       130, 8.417898046E-04, 2.744999774E-02, 9.899999797E-01
       131, 8.380027336E-04, 2.759999771E-02, 9.900000095E-01
       132, 8.342456599E-04, 2.774999768E-02, 9.900000393E-01
       133, 8.305222171E-04, 2.789999765E-02, 9.900000095E-01
       134, 8.268226418E-04, 2.804999762E-02, 9.900000393E-01
       135, 8.231498704E-04, 2.819999758E-02, 9.899999797E-01
       136, 8.195086286E-04, 2.834999755E-02, 9.900000095E-01
       137, 8.158940530E-04, 2.849999752E-02, 9.899999797E-01
       138, 8.123046203E-04, 2.864999749E-02, 9.900000095E-01
       139, 8.087380824E-04, 2.879999746E-02, 9.900000095E-01
       140, 8.051901357E-04, 2.894999743E-02, 9.900000244E-01
       141, 8.016670565E-04, 2.909999740E-02, 9.900000244E-01
       142, 7.981590724E-04, 2.924999737E-02, 9.900000095E-01
       143, 7.946577960E-04, 2.939999734E-02, 9.899999946E-01
       144, 7.911938028E-04, 2.954999731E-02, 9.900000244E-01
       145, 7.877395640E-04, 2.969999728E-02, 9.900000021E-01
       146, 7.843933940E-04, 2.984999760E-02, 9.900000393E-01
       147, 7.827986232E-04, 3.000000000E-02, 9.899999946E-01
