nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
         1, 2.000000000E-03, 9.177273721E-03, 9.899999797E-01
         2, 1.884817422E-03, 9.300000061E-03, 9.900000393E-01
         3, 1.846583246E-03, 9.359162387E-03, 9.900000095E-01
         4, 1.813465706E-03, 9.449999955E-03, 9.899999797E-01
         5, 1.773352205E-03, 9.599999828E-03, 9.899999499E-01
         6, 1.742749179E-03, 9.750000126E-03, 9.900000095E-01
         7, 1.717718638E-03, 9.900000134E-03, 9.900000244E-01
         8, 1.696409613E-03, 1.005000014E-02, 9.900000244E-01
         9, 1.692764852E-03, 1.007883670E-02, 9.900000244E-01
        10, 1.668961276E-03, 1.020000030E-02, 9.900000244E-01
        11, 1.643805987E-03, 1.035000046E-02, 9.900000393E-01
        12, 1.622160942E-03, 1.049999985E-02, 9.899999797E-01
        13, 1.603010409E-03, 1.065000016E-02, 9.900000393E-01
        14, 1.585794828E-03, 1.080000016E-02, 9.900000393E-01
        15, 1.570315605E-03, 1.095000016E-02, 9.900000244E-01
        16, 1.556374260E-03, 1.110000016E-02, 9.900000095E-01
        17, 1.543787588E-03, 1.125000016E-02, 9.899999946E-01
        18, 1.538817668E-03, 1.131413443E-02, 9.900000095E-01
        19, 1.527431785E-03, 1.140000016E-02, 9.900000244E-01
        20, 1.508892762E-03, 1.154999981E-02, 9.900000095E-01
        21, 1.491640907E-03, 1.169999981E-02, 9.899999499E-01
        22, 1.475629489E-03, 1.185000051E-02, 9.900000095E-01
        23, 1.460804255E-03, 1.200000015E-02, 9.900000095E-01
        24, 1.447085278E-03, 1.215000015E-02, 9.900000393E-01
        25, 1.434390757E-03, 1.230000014E-02, 9.899999797E-01
        26, 1.422625956E-03, 1.245000014E-02, 9.900000244E-01
        27, 1.411672456E-03, 1.260000013E-02, 9.899999797E-01
        28, 1.401355347E-03, 1.275000013E-02, 9.900000244E-01
        29, 1.391560625E-03, 1.290000012E-02, 9.900000133E-01
        30, 1.384872260E-03, 1.300729120E-02, 9.899999797E-01
        31, 1.380462161E-03, 1.305000043E-02, 9.900000375E-01
        32, 1.365573144E-03, 1.320000011E-02, 9.900000244E-01
        33, 1.351530328E-03, 1.334999970E-02, 9.900000095E-01
        34, 1.338293490E-03, 1.350000050E-02, 9.900000095E-01
        35, 1.325817401E-03, 1.365000049E-02, 9.900000691E-01
        36, 1.314049067E-03, 1.380000008E-02, 9.900000095E-01
        37, 1.302931578E-03, 1.395000007E-02, 9.900000095E-01
