nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
        97, 1.058699616E-03, 2.249999829E-02, 9.900000095E-01
        98, 1.055192951E-03, 2.264999842E-02, 9.900000244E-01
        99, 1.051760772E-03, 2.279999907E-02, 9.900000244E-01
       100, 1.048399318E-03, 2.294999870E-02, 9.899999946E-01
       101, 1.045100585E-03, 2.309999832E-02, 9.900000244E-01
       102, 1.041859001E-03, 2.324999863E-02, 9.900000095E-01
       103, 1.038668291E-03, 2.339999825E-02, 9.900000095E-01
       104, 1.035523296E-03, 2.354999857E-02, 9.900000393E-01
       105, 1.032424307E-03, 2.369999854E-02, 9.900000393E-01
       106, 1.029360013E-03, 2.384999850E-02, 9.900000095E-01
       107, 1.026337059E-03, 2.399999847E-02, 9.900000095E-01
       108, 1.023346212E-03, 2.414999844E-02, 9.900000095E-01
       109, 1.020393786E-03, 2.429999841E-02, 9.900000095E-01
       110, 1.017476064E-03, 2.444999765E-02, 9.900000095E-01
       111, 1.014592947E-03, 2.459999835E-02, 9.900000095E-01
       112, 1.011744845E-03, 2.474999831E-02, 9.899999797E-01
       113, 1.008930164E-03, 2.489999754E-02, 9.899999797E-01
       114, 1.006148940E-03, 2.504999900E-02, 9.900000393E-01
       115, 1.003397612E-03, 2.519999747E-02, 9.899999499E-01
       116, 1.000682566E-03, 2.534999743E-02, 9.899999797E-01
       117, 9.979950680E-04, 2.549999816E-02, 9.900000095E-01
       118, 9.953383745E-04, 2.564999812E-02, 9.899999797E-01
       119, 9.927097879E-04, 2.579999809E-02, 9.900000393E-01
       120, 9.901077573E-04, 2.594999806E-02, 9.900000095E-01
       121, 9.875305761E-04, 2.609999803E-02, 9.900000095E-01
       122, 9.849832636E-04, 2.624999800E-02, 9.900000095E-01
       123, 9.824569281E-04, 2.639999797E-02, 9.900000095E-01
       124, 9.799550473E-04, 2.654999793E-02, 9.900000095E-01
       125, 9.774743636E-04, 2.669999790E-02, 9.900000393E-01
       126, 9.750128766E-04, 2.684999787E-02, 9.900000095E-01
       127, 9.725711370E-04, 2.699999784E-02, 9.900000095E-01
       128, 9.701485666E-04, 2.714999781E-02, 9.900000095E-01
       129, 9.677456150E-04, 2.729999778E-02, 9.900000095E-01
       130, 9.653618235E-04, 2.744999775E-02, 9.899999797E-01
       131, 9.629905208E-04, 2.759999771E-02, 9.899999797E-01
       132, 9.606394426E-04, 2.774999768E-02, 9.899999797E-01
       133, 9.583023674E-04, 2.789999765E-02, 9.899999946E-01
       134, 9.559782308E-04, 2.804999762E-02, 9.900000393E-01
