nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
         1, 2.000000030E-03, 9.125158972E-03, 9.900000095E-01
         2, 1.960514067E-03, 9.150000021E-03, 9.899999797E-01
         3, 1.846582934E-03, 9.292405678E-03, 9.900000095E-01
         4, 1.843088061E-03, 9.300000343E-03, 9.900000617E-01
         5, 1.793809555E-03, 9.450000388E-03, 9.900000393E-01
         6, 1.761140728E-03, 9.600000120E-03, 9.899999797E-01
         7, 1.736811060E-03, 9.750000129E-03, 9.900000095E-01
         8, 1.717441742E-03, 9.900000134E-03, 9.899999797E-01
         9, 1.701365606E-03, 1.005000014E-02, 9.900000170E-01
        10, 1.692765048E-03, 1.014098632E-02, 9.899999797E-01
        11, 1.681964900E-03, 1.020000037E-02, 9.900000095E-01
        12, 1.657814955E-03, 1.034999999E-02, 9.899999946E-01
        13, 1.637328546E-03, 1.050000046E-02, 9.900000393E-01
        14, 1.619737812E-03, 1.064999984E-02, 9.899999797E-01
        15, 1.604468212E-03, 1.080000015E-02, 9.900000393E-01
        16, 1.591092932E-03, 1.095000015E-02, 9.900000095E-01
        17, 1.579279497E-03, 1.110000015E-02, 9.900000095E-01
        18, 1.568771605E-03, 1.125000015E-02, 9.899999797E-01
        19, 1.559247858E-03, 1.140000015E-02, 9.899999797E-01
        20, 1.550475811E-03, 1.155000014E-02, 9.899999872E-01
        21, 1.542385873E-03, 1.170000014E-02, 9.900000133E-01
        22, 1.538819478E-03, 1.177049313E-02, 9.900000095E-01
        23, 1.530563966E-03, 1.184999996E-02, 9.900000095E-01
        24, 1.516047783E-03, 1.199999996E-02, 9.900000095E-01
        25, 1.502752761E-03, 1.215000013E-02, 9.900000244E-01
        26, 1.490567242E-03, 1.229999976E-02, 9.900000095E-01
        27, 1.479377646E-03, 1.244999975E-02, 9.899999797E-01
        28, 1.469079684E-03, 1.260000012E-02, 9.900000393E-01
        29, 1.459583750E-03, 1.275000011E-02, 9.900000393E-01
        30, 1.450808721E-03, 1.290000011E-02, 9.900000095E-01
        31, 1.442655375E-03, 1.305000010E-02, 9.900000095E-01
        32, 1.435006888E-03, 1.320000010E-02, 9.900000095E-01
        33, 1.427791346E-03, 1.335000009E-02, 9.900000393E-01
        34, 1.420998958E-03, 1.350000008E-02, 9.899999946E-01
        35, 1.414613905E-03, 1.365000007E-02, 9.900000393E-01
        36, 1.408616768E-03, 1.380000007E-02, 9.900000244E-01
        37, 1.402988554E-03, 1.395000006E-02, 9.900000095E-01
        38, 1.397709726E-03, 1.410000005E-02, 9.899999797E-01
        39, 1.392760574E-03, 1.425000004E-02, 9.900000095E-01
        40, 1.388119734E-03, 1.440000003E-02, 9.900000393E-01
        41, 1.384878226E-03, 1.451113984E-02, 9.899999797E-01
        42, 1.382566086E-03, 1.454999981E-02, 9.899999974E-01
        43, 1.374005920E-03, 1.469999958E-02, 9.900000021E-01
        44, 1.365914155E-03, 1.485000012E-02, 9.900000095E-01
        45, 1.358259465E-03, 1.500000022E-02, 9.900000393E-01
        46, 1.351020983E-03, 1.514999999E-02, 9.900000393E-01
        47, 1.344165820E-03, 1.529999953E-02, 9.899999797E-01
        48, 1.337676543E-03, 1.544999997E-02, 9.900000393E-01
        49, 1.331518033E-03, 1.559999996E-02, 9.900000393E-01
        50, 1.325641692E-03, 1.575000042E-02, 9.900000095E-01
        51, 1.320009900E-03, 1.590000042E-02, 9.900000095E-01
        52, 1.314622205E-03, 1.604999993E-02, 9.900000095E-01
        53, 1.309475680E-03, 1.619999992E-02, 9.900000095E-01
        54, 1.304565682E-03, 1.634999991E-02, 9.899999797E-01
        55, 1.299883339E-03, 1.649999990E-02, 9.900000095E-01
        56, 1.295421179E-03, 1.664999989E-02, 9.900000095E-01
        57, 1.291168266E-03, 1.679999988E-02, 9.899999797E-01
        58, 1.287115598E-03, 1.694999987E-02, 9.900000393E-01
        59, 1.283250014E-03, 1.709999986E-02, 9.900000095E-01
        60, 1.279558725E-03, 1.724999985E-02, 9.900000095E-01
        61, 1.276027993E-03, 1.739999984E-02, 9.900000095E-01
        62, 1.272643145E-03, 1.754999983E-02, 9.900000095E-01
        63, 1.269387324E-03, 1.769999982E-02, 9.900000393E-01
        64, 1.266247528E-03, 1.784999981E-02, 9.899999946E-01
        65, 1.263212846E-03, 1.799999980E-02, 9.899999946E-01
        66, 1.260277873E-03, 1.814999976E-02, 9.899999797E-01
        67, 1.257438379E-03, 1.829999973E-02, 9.900000244E-01
        68, 1.254695098E-03, 1.844999970E-02, 9.899999946E-01
        69, 1.252048747E-03, 1.859999966E-02, 9.900000393E-01
        70, 1.249500773E-03, 1.874999963E-02, 9.900000244E-01
        71, 1.247046893E-03, 1.889999960E-02, 9.899999946E-01
        72, 1.244683712E-03, 1.904999957E-02, 9.900000393E-01
        73, 1.242415954E-03, 1.919999953E-02, 9.899999872E-01
        74, 1.240236270E-03, 1.934999950E-02, 9.899999872E-01
        75, 1.238143081E-03, 1.949999947E-02, 9.899999909E-01
        76, 1.236130634E-03, 1.964999943E-02, 9.900000393E-01
        77, 1.234192689E-03, 1.979999940E-02, 9.900000300E-01
        78, 1.232323521E-03, 1.994999937E-02, 9.899999816E-01
        79, 1.230948231E-03, 2.006386757E-02, 9.900000095E-01
        80, 1.230014969E-03, 2.009999974E-02, 9.900000580E-01
        81, 1.226191989E-03, 2.024999915E-02, 9.900000077E-01
        82, 1.222445595E-03, 2.039999927E-02, 9.900000058E-01
        83, 1.218775824E-03, 2.054999924E-02, 9.900000319E-01
        84, 1.215186653E-03, 2.069999982E-02, 9.900000617E-01
        85, 1.211675532E-03, 2.084999948E-02, 9.900000542E-01
        86, 1.208248997E-03, 2.099999945E-02, 9.900000393E-01
        87, 1.204901044E-03, 2.114999974E-02, 9.900000393E-01
        88, 1.201630761E-03, 2.129999971E-02, 9.900000393E-01
        89, 1.198428955E-03, 2.144999936E-02, 9.900000393E-01
        90, 1.195300799E-03, 2.159999869E-02, 9.899999946E-01
        91, 1.192246899E-03, 2.174999898E-02, 9.899999946E-01
        92, 1.189268234E-03, 2.189999829E-02, 9.900000095E-01
        93, 1.186354999E-03, 2.204999825E-02, 9.899999797E-01
        94, 1.183507761E-03, 2.219999822E-02, 9.899999797E-01
        95, 1.180715809E-03, 2.234999951E-02, 9.900000393E-01
        96, 1.177980255E-03, 2.249999814E-02, 9.900000095E-01
        97, 1.175301057E-03, 2.264999878E-02, 9.900000095E-01
        98, 1.172674585E-03, 2.279999943E-02, 9.900000691E-01
        99, 1.170100267E-03, 2.294999940E-02, 9.900000691E-01
       100, 1.167573601E-03, 2.309999799E-02, 9.899999797E-01
       101, 1.165096702E-03, 2.324999865E-02, 9.900000393E-01
       102, 1.162665864E-03, 2.339999862E-02, 9.900000095E-01
       103, 1.160278273E-03, 2.354999859E-02, 9.900000393E-01
       104, 1.157934889E-03, 2.369999785E-02, 9.900000095E-01
       105, 1.155633354E-03, 2.384999923E-02, 9.900000393E-01
       106, 1.153372841E-03, 2.399999849E-02, 9.899999797E-01
       107, 1.151149065E-03, 2.414999846E-02, 9.900000095E-01
       108, 1.148964903E-03, 2.429999843E-02, 9.900000095E-01
       109, 1.146815766E-03, 2.444999839E-02, 9.900000095E-01
       110, 1.144706446E-03, 2.459999836E-02, 9.900000095E-01
       111, 1.142631013E-03, 2.474999833E-02, 9.899999797E-01
       112, 1.140592414E-03, 2.489999830E-02, 9.900000095E-01
       113, 1.138587620E-03, 2.504999826E-02, 9.900000393E-01
       114, 1.136612861E-03, 2.519999823E-02, 9.900000393E-01
       115, 1.134672282E-03, 2.534999820E-02, 9.900000393E-01
       116, 1.132765454E-03, 2.549999817E-02, 9.900000095E-01
       117, 1.130885751E-03, 2.564999814E-02, 9.900000393E-01
       118, 1.129038266E-03, 2.579999810E-02, 9.900000095E-01
       119, 1.127215089E-03, 2.594999807E-02, 9.900000095E-01
       120, 1.125420156E-03, 2.609999804E-02, 9.899999797E-01
       121, 1.123651238E-03, 2.624999801E-02, 9.900000393E-01
       122, 1.121904949E-03, 2.639999798E-02, 9.900000393E-01
       123, 1.120181123E-03, 2.654999794E-02, 9.900000095E-01
       124, 1.118479036E-03, 2.669999791E-02, 9.900000095E-01
       125, 1.116797182E-03, 2.684999788E-02, 9.899999797E-01
       126, 1.115134158E-03, 2.699999785E-02, 9.900000393E-01
       127, 1.113492469E-03, 2.714999782E-02, 9.900000244E-01
       128, 1.111865847E-03, 2.729999779E-02, 9.899999946E-01
       129, 1.110260102E-03, 2.744999775E-02, 9.900000095E-01
       130, 1.108668763E-03, 2.759999772E-02, 9.900000095E-01
       131, 1.107093491E-03, 2.774999769E-02, 9.900000244E-01
       132, 1.105532452E-03, 2.789999766E-02, 9.900000095E-01
       133, 1.103982984E-03, 2.804999763E-02, 9.900000244E-01
       134, 1.102447364E-03, 2.819999759E-02, 9.899999797E-01
       135, 1.100924470E-03, 2.834999756E-02, 9.899999946E-01
       136, 1.099412726E-03, 2.849999753E-02, 9.899999946E-01
       137, 1.097908204E-03, 2.864999750E-02, 9.900000095E-01
       138, 1.096416023E-03, 2.879999747E-02, 9.900000170E-01
       139, 1.094929450E-03, 2.894999744E-02, 9.899999797E-01
       140, 1.093451437E-03, 2.909999740E-02, 9.900000021E-01
       141, 1.091978472E-03, 2.924999737E-02, 9.900000393E-01
       142, 1.090506682E-03, 2.939999734E-02, 9.899999872E-01
       143, 1.089044489E-03, 2.954999731E-02, 9.900000244E-01
       144, 1.087581847E-03, 2.969999728E-02, 9.900000393E-01
       145, 1.086098797E-03, 2.984999760E-02, 9.900000058E-01
       146, 1.085359217E-03, 3.000000000E-02, 9.900000282E-01
