nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
        38, 1.286048517E-03, 1.410000006E-02, 9.899999797E-01
        39, 1.275729619E-03, 1.425000005E-02, 9.900000095E-01
        40, 1.265866956E-03, 1.440000004E-02, 9.899999797E-01
        41, 1.256451792E-03, 1.455000003E-02, 9.900000244E-01
        42, 1.247461460E-03, 1.470000002E-02, 9.900000319E-01
        43, 1.238886227E-03, 1.485000001E-02, 9.900000282E-01
        44, 1.230928077E-03, 1.499568309E-02, 9.899999872E-01
        45, 1.230568536E-03, 1.499999991E-02, 9.899999974E-01
        46, 1.218446008E-03, 1.514999976E-02, 9.899999797E-01
        47, 1.206860975E-03, 1.530000021E-02, 9.900000393E-01
        48, 1.195751469E-03, 1.545000020E-02, 9.900000244E-01
        49, 1.185067560E-03, 1.559999996E-02, 9.900000095E-01
        50, 1.174783418E-03, 1.575000041E-02, 9.900000393E-01
        51, 1.164886578E-03, 1.589999993E-02, 9.900000095E-01
        52, 1.155359784E-03, 1.604999992E-02, 9.900000095E-01
        53, 1.146195737E-03, 1.619999991E-02, 9.900000095E-01
        54, 1.137380691E-03, 1.634999989E-02, 9.899999797E-01
        55, 1.128900165E-03, 1.649999988E-02, 9.900000095E-01
        56, 1.120738826E-03, 1.664999987E-02, 9.900000393E-01
        57, 1.112884213E-03, 1.679999985E-02, 9.899999946E-01
        58, 1.105319396E-03, 1.694999984E-02, 9.900000393E-01
        59, 1.098023176E-03, 1.709999983E-02, 9.900000244E-01
        60, 1.090968449E-03, 1.724999981E-02, 9.900000319E-01
        61, 1.084125903E-03, 1.739999980E-02, 9.899999946E-01
        62, 1.077482281E-03, 1.754999978E-02, 9.900000060E-01
        63, 1.076986203E-03, 1.756136065E-02, 9.900000244E-01
        64, 1.068184891E-03, 1.770000023E-02, 9.900000058E-01
        65, 1.058886986E-03, 1.784999962E-02, 9.900000244E-01
        66, 1.049819453E-03, 1.799999920E-02, 9.899999946E-01
        67, 1.041005315E-03, 1.814999916E-02, 9.899999797E-01
        68, 1.032468980E-03, 1.829999912E-02, 9.900000095E-01
        69, 1.024234029E-03, 1.844999909E-02, 9.899999797E-01
        70, 1.016312989E-03, 1.859999960E-02, 9.900000095E-01
        71, 1.008713870E-03, 1.875000013E-02, 9.900000691E-01
        72, 1.001429589E-03, 1.889999954E-02, 9.900000095E-01
        73, 9.944463998E-04, 1.904999950E-02, 9.900000393E-01
        74, 9.877522623E-04, 1.919999947E-02, 9.900000095E-01
        75, 9.813164091E-04, 1.934999944E-02, 9.900000393E-01
        76, 9.751331048E-04, 1.949999940E-02, 9.899999797E-01
        77, 9.691797759E-04, 1.964999937E-02, 9.900000095E-01
        78, 9.634294351E-04, 1.979999934E-02, 9.900000095E-01
        79, 9.578791092E-04, 1.994999931E-02, 9.900000095E-01
        80, 9.524982688E-04, 2.009999927E-02, 9.899999797E-01
        81, 9.472795087E-04, 2.024999924E-02, 9.899999946E-01
        82, 9.421999983E-04, 2.039999921E-02, 9.899999946E-01
        83, 9.372459733E-04, 2.054999918E-02, 9.900000244E-01
        84, 9.324098540E-04, 2.069999914E-02, 9.900000095E-01
        85, 9.276770961E-04, 2.084999911E-02, 9.900000039E-01
        86, 9.230477638E-04, 2.099999908E-02, 9.899997115E-01
        87, 9.165546869E-04, 2.114999928E-02, 9.900000170E-01
        88, 9.101855640E-04, 2.129999902E-02, 9.900000021E-01
        89, 9.039282555E-04, 2.144999930E-02, 9.900000170E-01
        90, 8.977543547E-04, 2.159999895E-02, 9.899999797E-01
        91, 8.916646758E-04, 2.174999892E-02, 9.899999946E-01
        92, 8.856485263E-04, 2.189999889E-02, 9.900000244E-01
        93, 8.797080901E-04, 2.204999885E-02, 9.900000095E-01
        94, 8.738295754E-04, 2.219999882E-02, 9.900000095E-01
        95, 8.680187309E-04, 2.234999946E-02, 9.900000691E-01
        96, 8.622770388E-04, 2.249999876E-02, 9.900000095E-01
        97, 8.565869264E-04, 2.264999940E-02, 9.900000691E-01
        98, 8.509565928E-04, 2.279999802E-02, 9.899999797E-01
        99, 8.453784674E-04, 2.294999866E-02, 9.900000095E-01
       100, 8.398508987E-04, 2.309999863E-02, 9.899999797E-01
       101, 8.343677614E-04, 2.324999860E-02, 9.899999797E-01
       102, 8.289418932E-04, 2.339999857E-02, 9.900000095E-01
       103, 8.235623559E-04, 2.354999854E-02, 9.900000095E-01
       104, 8.182217259E-04, 2.369999851E-02, 9.900000095E-01
       105, 8.129276655E-04, 2.384999847E-02, 9.899999797E-01
       106, 8.076725674E-04, 2.399999844E-02, 9.900000244E-01
       107, 8.024696089E-04, 2.414999841E-02, 9.899999797E-01
       108, 7.972906462E-04, 2.429999838E-02, 9.900000393E-01
       109, 7.921561885E-04, 2.444999835E-02, 9.900000393E-01
       110, 7.870481583E-04, 2.459999832E-02, 9.900000244E-01
       111, 7.819824675E-04, 2.474999829E-02, 9.899999946E-01
       112, 7.769451679E-04, 2.489999826E-02, 9.899999909E-01
       113, 7.719339840E-04, 2.504999822E-02, 9.900000095E-01
       114, 7.691120666E-04, 2.513501374E-02, 9.899999797E-01
       115, 7.660011917E-04, 2.519999857E-02, 9.900000542E-01
       116, 7.588885069E-04, 2.534999854E-02, 9.900000095E-01
       117, 7.518480300E-04, 2.549999813E-02, 9.899999946E-01
       118, 7.448548751E-04, 2.564999810E-02, 9.900000095E-01
       119, 7.379299824E-04, 2.579999730E-02, 9.900000095E-01
       120, 7.310695805E-04, 2.594999726E-02, 9.899999797E-01
       121, 7.242768993E-04, 2.609999878E-02, 9.900000095E-01
       122, 7.175378809E-04, 2.624999719E-02, 9.900000095E-01
       123, 7.108704557E-04, 2.639999716E-02, 9.900000095E-01
       124, 7.042747154E-04, 2.654999791E-02, 9.900000095E-01
       125, 6.977350237E-04, 2.669999788E-02, 9.900000095E-01
       126, 6.912633098E-04, 2.684999785E-02, 9.900000095E-01
       127, 6.848484978E-04, 2.699999782E-02, 9.900000095E-01
       128, 6.784892848E-04, 2.714999779E-02, 9.899999797E-01
       129, 6.722015823E-04, 2.729999776E-02, 9.900000393E-01
       130, 6.659566138E-04, 2.744999773E-02, 9.900000393E-01
       131, 6.597682352E-04, 2.759999770E-02, 9.900000393E-01
       132, 6.536406676E-04, 2.774999767E-02, 9.900000095E-01
       133, 6.475533013E-04, 2.789999764E-02, 9.900000244E-01
       134, 6.415236628E-04, 2.804999761E-02, 9.899999946E-01
       135, 6.355226084E-04, 2.819999758E-02, 9.900000244E-01
       136, 6.295726382E-04, 2.834999755E-02, 9.899999946E-01
       137, 6.236650807E-04, 2.849999752E-02, 9.900000170E-01
       138, 6.177915120E-04, 2.864999749E-02, 9.900000151E-01
       139, 6.151742235E-04, 2.871725291E-02, 9.900000095E-01
       140, 6.104202618E-04, 2.879999708E-02, 9.900000207E-01
       141, 6.018997889E-04, 2.894999743E-02, 9.900000095E-01
       142, 5.934825039E-04, 2.909999783E-02, 9.900000393E-01
       143, 5.851400215E-04, 2.924999693E-02, 9.899999797E-01
       144, 5.769095743E-04, 2.939999734E-02, 9.900000393E-01
       145, 5.688516614E-04, 2.954999731E-02, 9.900000095E-01
       146, 5.610211775E-04, 2.969999816E-02, 9.900000095E-01
       147, 5.539120761E-04, 2.984999760E-02, 9.900000095E-01
       148, 5.506991041E-04, 2.999999911E-02, 9.899999797E-01
