-0.002	0
-0.00189737	0.0337647
-0.00179481	0.065566
-0.00169224	0.0953861
-0.00158968	0.1232
-0.00148712	0.148979
-0.00138456	0.172695
-0.001282	0.19433
-0.00117944	0.213877
-0.00107688	0.231348
-0.000974322	0.246775
-0.000871762	0.260213
-0.000769202	0.27174
-0.000666641	0.281454
-0.000564081	0.289467
-0.00046152	0.295899
-0.00035896	0.300869
-0.0002564	0.304487
-0.000153839	0.306842
-5.12791e-005	0.308004
5.12813e-005	0.308004
0.000153842	0.306842
0.000256402	0.304487
0.000358962	0.300869
0.000461523	0.295899
0.000564083	0.289467
0.000666643	0.281454
0.000769204	0.27174
0.000871764	0.260212
0.000974324	0.246774
0.00107688	0.231347
0.00117945	0.213875
0.00128201	0.194328
0.00138457	0.172692
0.00148713	0.148975
0.00158969	0.123196
0.00169225	0.095382
0.00179481	0.0655619
0.00189737	0.0337603
0.002	0
