-0.002	0
-0.00189737	0.0118485
-0.00179481	0.0230702
-0.00169224	0.0336663
-0.00158968	0.0436362
-0.00148712	0.0529794
-0.00138456	0.0616958
-0.001282	0.0697851
-0.00117944	0.0772476
-0.00107688	0.0840835
-0.000974322	0.090293
-0.000871762	0.0958768
-0.000769202	0.100836
-0.000666641	0.105171
-0.000564081	0.108883
-0.00046152	0.111974
-0.00035896	0.114445
-0.0002564	0.116298
-0.000153839	0.117532
-5.12791e-005	0.118149
5.12813e-005	0.118149
0.000153842	0.117532
0.000256402	0.116297
0.000358962	0.114445
0.000461523	0.111974
0.000564083	0.108883
0.000666643	0.10517
0.000769204	0.100835
0.000871764	0.0958761
0.000974324	0.0902922
0.00107688	0.0840827
0.00117945	0.0772468
0.00128201	0.0697841
0.00138457	0.0616946
0.00148713	0.0529782
0.00158969	0.043635
0.00169225	0.0336651
0.00179481	0.023069
0.00189737	0.0118471
0.002	0
