-0.002	0
-0.0019596	0.0205755
-0.00191919	0.0411511
-0.00187879	0.0617266
-0.00183838	0.0823021
-0.00179798	0.102766
-0.00175758	0.120707
-0.00171717	0.138648
-0.00167677	0.15659
-0.00163636	0.174531
-0.00159596	0.192207
-0.00155556	0.207365
-0.00151515	0.222524
-0.00147475	0.237683
-0.00143434	0.252842
-0.00139394	0.267576
-0.00135354	0.279832
-0.00131313	0.292089
-0.00127273	0.304345
-0.00123232	0.316602
-0.00119192	0.328288
-0.00115152	0.337649
-0.00111111	0.347011
-0.00107071	0.356372
-0.0010303	0.365734
-0.000989899	0.37443
-0.000949495	0.381104
-0.000909091	0.387778
-0.000868687	0.394452
-0.000828283	0.401126
-0.000787879	0.407119
-0.000747475	0.411508
-0.000707071	0.415897
-0.000666667	0.420286
-0.000626263	0.424675
-0.000585859	0.428447
-0.000545455	0.431064
-0.000505051	0.43368
-0.000464646	0.436297
-0.000424242	0.438914
-0.000383838	0.441018
-0.000343434	0.44235
-0.00030303	0.443681
-0.000262626	0.445012
-0.000222222	0.446344
-0.000181818	0.447256
-0.000141414	0.447655
-0.00010101	0.448054
-6.06061e-005	0.448453
-2.0202e-005	0.448852
2.0202e-005	0.448852
6.06061e-005	0.448453
0.00010101	0.448054
0.000141414	0.447655
0.000181818	0.447256
0.000222222	0.446343
0.000262626	0.445012
0.00030303	0.443681
0.000343434	0.442349
0.000383838	0.441018
0.000424242	0.438914
0.000464646	0.436297
0.000505051	0.43368
0.000545455	0.431063
0.000585859	0.428446
0.000626263	0.424674
0.000666667	0.420285
0.000707071	0.415896
0.000747475	0.411506
0.000787879	0.407117
0.000828283	0.401123
0.000868687	0.394449
0.000909091	0.387775
0.000949495	0.381102
0.000989899	0.374428
0.0010303	0.36573
0.00107071	0.356368
0.00111111	0.347007
0.00115152	0.337645
0.00119192	0.328284
0.00123232	0.316596
0.00127273	0.304339
0.00131313	0.292083
0.00135354	0.279827
0.00139394	0.26757
0.00143434	0.252835
0.00147475	0.237676
0.00151515	0.222517
0.00155556	0.207358
0.00159596	0.192199
0.00163636	0.174522
0.00167677	0.156581
0.00171717	0.13864
0.00175758	0.120699
0.00179798	0.102758
0.00183838	0.0822944
0.00187879	0.0617208
0.00191919	0.0411472
0.0019596	0.0205736
0.002	0

